country,code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,best_gdp
San Marino,SMR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1109098657.5751119,1005159388.2439654,1077413479.0528233,1168269230.7692308,1464326160.815402,1723750000.0,1785847531.401567,1908167105.758374,2185874623.5970435,2393437820.418925,2056126701.8616283,1881191949.9899755,1813717694.5609193,1604701051.1653028,1678741201.5730956,1673910988.24105,1419400403.8278778,1468342430.7393022,1528621195.4831986,1655354303.8699796,1616188702.3396394,1541247883.9935052,1855382833.1164992,,,2393437820.418925
Sao Tome and Principe,STP,,,,,,,,,,,37211810.70001947,37289066.262472495,41430878.77977711,56011606.011208646,57817986.53632438,60102309.36365383,52039548.58664031,49207781.81658768,55044150.44783654,65755141.77967509,81663164.7784139,83500282.0012995,80306989.02583648,75110646.10044716,78213203.83951494,82733794.11915322,115928950.95673507,115953392.30433194,99001149.07228148,98545367.42381768,119297935.6785057,107484142.71555996,94861780.62283522,125742228.75674066,131338414.58420919,103695236.78100063,135188165.7470801,91920274.24016574,72285403.84234582,77302211.92483507,76198394.8202671,75951133.37779482,85171073.87774976,102085769.12341939,114582283.91638164,136450662.39059213,142775104.0816256,149146918.88861105,188021165.00338,200668065.03175008,190021192.48953635,226455001.24308294,229371348.20260647,267041747.58435395,293119143.24682474,259999643.04738805,292267272.1969252,322002845.2293353,383717327.8305078,412976064.479214,471229484.6071443,524402450.75561225,542686976.4575872,603240748.9542067,603240748.9542067
Saudi Arabia,SAU,1748124063.4706755,1920811284.1344004,2130606531.8180645,2207393171.4953,2371808712.9101553,2647955557.5556226,2920555557.1798887,3257022222.6375775,4187777711.111111,4485777644.444445,5377333333.333333,7184806909.289389,9664267086.603231,14947435499.322962,45412957746.478874,46773208642.68145,64005665722.37961,74188986586.06294,80266516686.56139,111858444786.22438,164539660725.11786,184291360138.68997,153240313858.32272,129171635311.14326,119624858115.77753,103897846493.64992,86961922765.32541,85695861148.1976,88256074766.35513,95344459279.03871,117630173564.753,132223230974.63284,137087850467.28972,132967957276.36848,135174899866.48865,143343124165.55408,158662483311.08145,165963684913.21762,146775466666.66666,161717066666.66666,189514933333.33334,184137600000.0,189605866666.66666,215807733333.33334,258742133333.33334,328459608764.1109,376900133511.34845,415964509673.1154,519796800000.0,429097866666.6667,528207200000.0,676634666666.6666,741849866666.6666,753864533333.3334,766605866666.6666,669484266666.6666,666000000000.0,714994666666.6666,846583733333.3334,838564800000.0,734271200000.0,874156000000.0,1108571466666.6667,1067582933333.3334,1108571466666.6667
Senegal,SEN,1003692370.4686906,1058975256.9702512,1085475790.5911205,1122139861.678048,1188930645.3442326,1210058228.171121,1246908185.9634266,1246480765.9798436,1309384861.922193,1245234931.4323332,1297407654.9283156,1339549032.8378246,1620857103.5349233,1863398590.4555988,2099325228.956507,2830388404.8976984,2869777884.451664,2938046462.7097964,3280354920.851601,4084877822.916788,4510108290.695709,4095892780.5828943,4013951442.6708126,3569356124.9315853,3485165431.713542,3818944917.567131,5392093445.510533,6487353102.814825,6418419388.634989,6366039372.536825,7390967360.421208,7255210469.517427,7769817839.956441,7367986241.218689,5034588195.558058,6326342633.403396,6559712165.96508,6041478725.904432,6505607909.053245,6592834932.808764,6013185003.975251,6507824829.262536,7006402319.758565,8768721563.182106,10076816666.619638,11009033437.93904,11697918243.00349,13994218412.961872,16853989627.548038,16145867494.940493,16121315909.07576,17814283639.311874,17660870411.523518,18918667724.881683,19797253440.267914,17774766696.175896,19040312333.186382,20996562943.59792,23116701556.138107,23403995992.135414,24530513037.751846,27520784129.750805,27619479059.613056,31013986429.186058,31013986429.186058
Serbia,SRB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19374911219.6327,20302145339.40169,16832598870.056498,21818007448.78957,25676487999.594067,19457979423.376003,19388663551.001156,6875845986.521209,12960546471.378193,17120906918.350328,22482365321.765587,26141968161.092403,27683225959.24681,32482070360.32038,43170990616.47292,52194221468.500725,45162894380.9318,41819468691.82505,49258136128.967155,43309252921.05673,48394239474.67616,47062202418.88643,39655949731.381615,40692661657.284,44179075778.92674,50640662859.498726,51514242938.67344,53356484591.43781,63101042897.70703,63563410720.70927,75187125426.73755,75187125426.73755
Seychelles,SYC,12012024.62465048,11592023.763648715,12642025.916153127,13923028.542208511,15393031.55571469,15603031.986215571,16443033.708219102,16632032.13399743,16074027.647327555,16452028.297488673,18432031.70309453,21965950.771114245,30645122.920472723,36896280.47641036,43134496.164536715,47803145.948098496,49278981.755070135,64526401.463854425,85552365.80051368,127261099.22386363,156783829.54028115,163750728.2113406,157211789.70543036,156098236.95756954,160992921.00134483,179691482.68100184,221147061.3483504,265212956.9029187,301985618.1115606,324333366.4563774,392163560.8799116,398307169.86040515,461409398.8558933,504230620.5518714,517570058.1510345,540733047.7330477,535250347.0894787,598966982.3501863,647287375.7625283,662838614.8806738,654212394.2716402,662064155.9206917,742134837.5091902,750847230.0992627,893012218.1818181,977899381.8181819,1081441283.3179822,1077308813.829454,979597394.2934532,850901620.433301,981616542.3284543,1058918707.2612364,1089407839.1970947,1333160407.3851607,1387577870.0816104,1432403352.1294434,1568513348.1446254,1675370641.0141618,1784313926.768066,1868690096.7345412,1382551751.5690813,1487173794.8052788,2057968519.830909,2141450171.1393213,2141450171.1393213
Sierra Leone,SLE,322151470.5882353,327979248.36601305,342872712.4183006,348700653.5947712,372012091.50326794,359523809.5238095,375630252.10084033,348895027.62430936,329991956.78271306,408853541.4165666,434584033.6134454,419495908.54392296,465254431.9600499,575471323.5294118,648940350.877193,679352433.6283185,594810152.7403413,692079581.1518323,960765042.9799428,1109343235.5723746,1100476190.4761906,1114926660.9145815,1294995964.48749,995278514.5888594,1087450199.2031872,856890498.6258345,490181456.6244097,660106321.4170314,1055083945.3773758,932974411.9171418,649644097.5661292,780098205.2150356,679997997.5971165,768812334.8017621,911915970.683484,870758739.4067796,941742152.7098947,850218033.6220071,672375927.3471476,669384768.8726305,635874002.1987478,1074851475.1787333,1236235826.5840876,1369685676.5620341,1430217080.6648653,1627058424.9380882,1862116290.5409992,2126679543.5862286,2451896435.201567,2419014960.199666,2578159803.945967,2932274309.395695,3789251613.360656,4920343316.870933,5015180725.341599,4252029353.8219075,3862721266.0216155,3719443418.2615533,4085114387.556054,4076578698.7910733,4062906265.7332044,4249234704.01866,4094563859.4355636,3809832236.9595933,5015180725.341599
Singapore,SGP,704751700.3024938,764629788.1236893,826239211.8175106,917608012.4917517,894153311.4248568,974644096.1446743,1096425608.0908918,1238035815.7858632,1425706091.0356002,1659893767.8441927,1920574150.1754203,2263785443.6168823,2721440980.758514,3696213333.3333335,5221534955.644177,5633673929.993024,6327077974.107029,6618585073.660353,7517176354.841354,9296921723.834652,11896256782.856619,14175228843.63908,16084252378.473043,17784112149.53271,19749361097.964977,19156532745.769066,18586746056.99741,20919215578.212547,25371462488.129158,30465364738.620552,36144336768.702255,45466164978.29233,52131320032.87973,60603815716.26528,73688724431.14117,87812540788.4293,96293086513.08722,100123787215.2995,85728207781.77846,86286849754.89053,96076539925.74088,89793790669.6515,92538372869.6942,97646401095.6369,115033593101.04909,127807848728.39835,148627286361.35068,180941701357.97046,193617323539.2028,194150283771.56647,239807980591.23965,279356499090.45807,295092888076.5895,307576360584.9916,314863580758.45465,307998545269.39795,319053943915.0054,343257164581.71155,376892697588.00507,376901649222.4508,349488382610.662,434111559282.8491,498474540987.7802,501427500080.05853,501427500080.05853
Sint Maarten (Dutch part),SXM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,936089385.4748603,985865921.7877095,1022905027.9329609,1361811508.3798883,1417888715.083799,1427017206.7039106,1353212122.9050279,1259200446.9273744,1407880446.9273744,1236428100.558659,1353071061.452514,1537088715.083799,1623165683.1284916,1623165683.1284916
Slovak Republic,SVK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12747380650.076181,14272201755.470392,15495514296.804243,16520676973.5301,20162936291.375015,25840146405.228756,27925036755.386562,27706028095.615723,29856000671.21602,30463670123.593117,29242558796.55065,30778781606.95752,35297794385.68634,46919965224.149704,57437444469.08702,62808723476.71904,70767338922.44107,86563986799.25047,100879902984.98279,89399303222.15501,91162836320.35017,99922685424.88347,94623731085.61057,98935222174.86028,101437045019.90082,88900883130.83745,89952699524.894,95649966260.98016,106137924015.59286,105711680180.56453,106737868873.94115,118563266602.35857,115584743573.55298,132793622283.07097,132793622283.07097
Slovenia,SVN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19817923035.843178,14444213919.862259,14267106463.693012,14439020929.02324,16389101593.526867,21352224019.409626,21507232648.725212,20763101740.696278,22146231967.686092,22711384311.14041,20289627636.676712,20876309970.385,23489890274.314217,29634713641.096844,34414784504.235176,36206395970.65041,39481045038.2637,48067401207.397804,55779427739.66093,50567734885.961296,48208240226.450096,51583869785.18493,46577793184.003136,48415657264.875824,49997186439.09159,43107506024.32537,44766722790.5826,48589100043.095375,54177882425.8431,54386654313.96854,53734526854.22894,61832201543.82846,60063475466.34459,68216781410.52277,68216781410.52277
Small states,SST,,,,,,,,,,,4466735993.264994,5000430794.954793,5807495690.058842,7469620100.45201,10181292908.153044,10730993243.339111,12168150478.280996,14608238751.248484,16966306081.204863,20881578098.24339,27438523048.757862,27861833675.1996,27745498253.758793,27080519124.359783,28011425418.31652,28142756692.135353,29954795791.237778,35074153055.12306,38433795911.26998,39127757025.45067,44747769951.55544,46967025003.52394,50718222735.88065,50463646244.42719,53830919903.9801,61225931020.1428,64221535016.17651,67849318093.39369,69616675805.43721,73166388467.08838,76825026679.5082,77134382257.57304,83440932716.70718,98713950502.90428,114440630217.5623,128662946618.18729,144640135773.94012,169972566983.96255,185058112528.30093,164140722544.82172,174536267000.42285,195163537455.5595,196184993723.70825,203747883009.3781,210645325825.07666,195342695295.0269,202183604189.06198,222189517961.59067,240866904455.29556,243792423417.38953,219068216684.63303,254207327038.4148,281850778773.2686,298978248910.6322,298978248910.6322
Solomon Islands,SLB,,,,,,,,25203524.032563843,28084252.758274823,28606411.39804096,,50056882.82138794,40606712.05063896,55272108.84353741,84539332.28256197,74620320.02953394,83100834.30793503,93145283.35571408,111027427.2083584,151276496.48253277,182852106.42700225,193750540.63247705,192902018.72302037,181220399.01337156,181570474.07779604,165524943.64069432,147620047.52799308,155128542.23947382,176494393.88970172,172882410.67885554,214877666.69975242,227540473.34008658,269034595.8129845,300746361.1287394,402837005.2725957,469443201.5032737,510586430.1901267,526554005.9543571,457579840.22506624,488024514.36935914,419842674.2276522,409508552.9799725,346406738.8852372,417668983.4083494,468005318.5519772,552864570.2258192,617258154.2601326,695295347.6215369,776337691.795098,805557562.5800586,898133684.8987929,1063895360.6990681,1185215418.2556212,1285911586.1320012,1335571420.7267592,1307909887.5521197,1379490304.2253969,1469789119.0875561,1615478393.2861407,1619155017.392397,1536145814.1700656,1522794913.091401,1566360686.1063213,1631286701.1151562,1631286701.1151562
Somalia,SOM,180459936.7760253,191659914.37603426,203531927.547229,216145935.94162562,229529912.66803494,243725898.0296408,257375897.0496412,271781886.8072453,286719885.3120459,306357284.5714286,347985394.28571427,347039445.7055691,447883941.1901649,483699610.6025631,572504035.9015092,757015878.7926927,871344245.1151708,498550724.6376811,564571823.2044199,589566929.1338582,602515548.4521039,699302473.0500951,774578931.9639199,735408641.768548,787434541.7288573,875702247.1910112,916590786.3261054,1018972664.463803,1051596967.1286983,1181360843.935489,1031282081.1668346,717974929.7631578,709297578.5,1260132955.787459,1481205097.9811323,1534756134.5502186,1792234297.391936,2191749013.581238,2962047564.4165072,3045751527.660048,3412797450.201118,2252847464.6860847,2192684134.5927277,2836724351.561596,3859592813.1025543,4683246454.100484,5026743282.042513,5430713728.89074,5913620292.905734,2948594552.4495163,2687807003.73935,2906000096.932491,4041702388.866335,5836021227.475967,6537360532.643586,6984947145.095078,7390796616.528166,8252394373.296979,8278212314.40466,9420431258.247469,9204140383.176119,9838711529.458477,10419541202.0391,11679800110.152267,11679800110.152267
South Africa,ZAF,8748596500.5614,9225996309.601477,9813996074.401571,10854195658.321737,11955995217.601913,13068994772.402092,14211394315.442274,15821393671.442532,17124793150.08274,19256992297.203083,21218391512.643394,23411076638.27901,24515919216.8851,33262772008.144573,41389186094.59923,42906905672.42004,41150460287.615074,45328411332.10283,51607412901.853226,63038658088.91206,89411864402.42722,93141472163.75961,85904057409.3585,96204110941.56717,84870163365.9306,64459376086.68828,73354771399.26268,96535763418.37288,103976831870.95662,108055624081.80649,126048140141.86874,135203698237.97719,146956150986.6361,147194747565.75027,153512712381.83646,171735933897.33078,163234925380.56342,168978057327.7297,152982984557.2333,151516957078.53558,151752757215.3085,135429905922.5262,129087556612.44882,197018965308.69696,255806908594.57254,288867217196.534,303858675363.64276,333077117253.6838,316131258616.309,329754060647.12897,417363822801.71265,458199494830.83356,434400545085.8111,400886013595.5732,381198869776.10565,346709790458.56305,323585509674.4806,381448814653.4564,405260723892.51685,389330032224.2691,338291396026.6977,420117812466.04065,405270850098.73834,377781600985.8731,458199494830.83356
South Asia,SAS,47274328378.838524,50467431650.10157,53905757720.79248,60496393963.60154,69320094074.10416,74300329652.47595,61634144134.478485,67988908261.0324,71642503355.29129,78860212865.81186,85149253640.76859,90601671637.06348,91337915060.33846,104513553254.31323,126550864082.66365,135367221096.00975,131873606964.23062,152699721135.12357,173796327156.90482,194667468320.3764,235543383601.4355,250076708191.8594,258727224080.5379,273881790993.83298,272607073140.9275,296435460430.0586,313955151400.1194,348601867655.982,374584211824.00916,378016943211.79095,406963354249.835,362063214739.1859,384521577066.9712,380890164437.89343,432085555561.06024,479585498256.8355,524681300053.1787,550408821354.5118,558117074309.6569,597995276003.899,647681666329.099,662513570031.7963,695456014025.0747,811668772003.6998,941600860447.8545,1075831387301.1918,1220740366279.3557,1536036848206.9104,1559693610925.0625,1702714960275.787,2082357808583.8926,2294090940082.0503,2327938845782.6187,2389895068185.148,2614915526247.902,2733618963171.586,3011037037667.8643,3433921312241.1235,3534066858502.004,3658209766221.5723,3493120726807.8936,4079882760410.172,4327288984027.913,4475567635413.059,4475567635413.059
South Asia (IDA & IBRD),TSA,47274328378.838524,50467431650.10157,53905757720.79248,60496393963.60154,69320094074.10416,74300329652.47595,61634144134.478485,67988908261.0324,71642503355.29129,78860212865.81186,85149253640.76859,90601671637.06348,91337915060.33846,104513553254.31323,126550864082.66365,135367221096.00975,131873606964.23062,152699721135.12357,173796327156.90482,194667468320.3764,235543383601.4355,250076708191.8594,258727224080.5379,273881790993.83298,272607073140.9275,296435460430.0586,313955151400.1194,348601867655.982,374584211824.00916,378016943211.79095,406963354249.835,362063214739.1859,384521577066.9712,380890164437.89343,432085555561.06024,479585498256.8355,524681300053.1787,550408821354.5118,558117074309.6569,597995276003.899,647681666329.099,662513570031.7963,695456014025.0747,811668772003.6998,941600860447.8545,1075831387301.1918,1220740366279.3557,1536036848206.9104,1559693610925.0625,1702714960275.787,2082357808583.8926,2294090940082.0503,2327938845782.6187,2389895068185.148,2614915526247.902,2733618963171.586,3011037037667.8643,3433921312241.1235,3534066858502.004,3658209766221.5723,3493120726807.8936,4079882760410.172,4327288984027.913,4475567635413.059,4475567635413.059
South Sudan,SSD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14586253383.063168,12231264525.067104,14602072410.950586,14907308932.75343,11931472169.491526,18426469016.94915,13962212847.457626,11997800760.224182,,,,,,,,,18426469016.94915
Spain,ESP,12433394725.215895,14248303793.240005,16621504913.391817,19645746986.09784,21982577364.733387,25497831759.492283,29580564480.028076,32594186212.32528,32417481064.880558,37117200723.94739,40992995008.319466,46619420359.28144,59132415221.330574,78639525985.15134,97274006345.5437,114777046376.8116,118507184779.90549,132449277108.43373,160599687500.0,214601955875.06198,232766822928.75375,202807891511.98416,195996754505.5278,170951185614.84918,172102910370.5237,180793463796.47748,251321075204.94238,318747935588.1957,376160409941.43695,414757056921.9958,536558591250.4081,577166174539.6317,630916018202.5029,525075636030.8537,530562634455.3471,614609020549.7732,642588992512.807,590077272727.2727,619214834614.0995,634907542858.3025,598363313494.9032,627830029412.2054,708756677088.6287,907491523174.1157,1069055675273.7479,1153715822717.5093,1260398977831.763,1474002579820.0046,1631863493552.3433,1491472923706.6396,1422108199783.3362,1480710495710.1196,1324750738725.0002,1355579535912.5527,1371820537888.6226,1196156971279.6868,1233554967011.6763,1313245330197.6494,1421702715218.038,1394320055129.4094,1278128867875.49,1445651653604.628,1417800466262.6514,1580694712515.714,1631863493552.3433
Sri Lanka,LKA,1409873949.579832,1444327731.092437,1434156378.600823,1240672268.907563,1309747899.159664,1698319327.7310925,1751470588.235294,1859465020.5761316,1801344537.815126,1965546218.4873948,2296470588.235294,2369308600.3372684,2553936348.4087105,2875625000.0,3574586466.1654134,3791298145.5064197,3591319857.3127227,4104509582.8635855,2733183856.502242,3364611432.24149,4024621899.576527,4415844155.844156,4768765016.818837,5167913302.167445,6043474842.767295,5978460972.0176735,6405210563.882941,6682167119.565217,6978371581.263754,6987267683.772539,8032551173.240139,9000362581.580856,9703011635.865847,10338679635.76159,11717604208.822338,13029697560.975609,13897738375.248777,15091913883.709103,15794972847.168346,15656327859.569649,16330814179.976625,15749753804.834377,16536535647.083422,18881765437.215084,20662525941.29855,24405791044.77612,28279802405.913803,32350238760.423862,40713826215.009254,42066224093.00646,58636161081.71195,67753284043.92818,70447216891.33658,77000578167.35295,82528535713.92601,85140955388.85092,88012282205.83571,94376237797.23674,94493871200.78688,89014978344.1404,84304298770.53287,88609332762.47295,74144875098.05867,84356860421.12996,94493871200.78688
St. Kitts and Nevis,KNA,12366635.75007729,12483302.12507802,12541635.312578384,12833301.250080207,13416633.125083853,13593932.322053676,14469078.179696616,16742338.251986379,14600000.0,15850000.0,16300000.0,19624746.45030426,22944849.115504682,24196018.376722816,31514856.307842184,33364055.29953917,30095602.294455066,44496296.29629629,49433333.33333333,58840740.74074074,68459259.25925925,80888888.88888888,86022222.22222222,86874074.07407407,98603703.7037037,111007407.4074074,130685185.18518518,147748148.14814815,172692592.59259257,192518518.51851848,217259259.25925925,220540740.74074072,242137037.03703701,263755555.55555555,295159259.2592592,313485185.1851852,333944444.4444444,374641307.9746413,383257331.4054796,406595484.37326217,421695769.843918,458643829.01419944,481077373.6699663,469869869.8698699,506899999.99999994,547203703.7037036,644414814.8148148,689285185.1851852,777691333.3333333,774273111.1111112,778718518.5185184,836092592.5925926,825381481.4814814,874896296.2962962,952111111.111111,957222222.2222222,1006818518.5185184,1056977777.7777777,1076548148.148148,1107855555.5555556,883922222.2222222,858622222.2222222,981429629.6296296,1077033111.111111,1107855555.5555556
St. Lucia,LCA,,,,,,,,,,,,,,,,,,,,,170370370.37037036,194444444.44444442,183333333.3333333,197037037.03703701,251481481.48148146,284444444.4444444,340000000.0,375555555.5555555,429629629.6296296,486666666.6666666,579629629.6296296,613703703.7037036,674074074.074074,684814814.8148148,713703703.7037036,762962962.9629629,788888888.8888888,805925925.9259259,877407407.4074074,921851851.8518518,932592592.5925925,892592592.5925925,900000000.0,987407407.4074073,1066666666.6666666,1135555555.5555556,1268319185.1851852,1336088814.8148148,1437731111.111111,1401507888.8888888,1482385185.1851852,1568370370.3703704,1598207407.4074073,1660222222.222222,1749185185.185185,1807640740.7407405,1868544444.4444444,1998503703.7037036,2060955555.5555553,2092081549.0244443,1497825994.2322073,1834796401.6326072,2343703788.173233,2519925938.5244665,2519925938.5244665
St. Martin (French part),MAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,775875748.5238317,,,772921958.5295087,,,,,652206037.1038738,,649206262.8475188,,,775875748.5238317
St. Vincent and the Grenadines,VCT,13066634.000081666,13999965.0000875,14524963.68759078,13708299.062585676,14758296.437592238,15108295.562594427,16099959.750100624,15835106.032778101,15350000.0,16649999.999999998,18450000.0,20051922.326144516,27585804.8653032,30165081.08588167,32923702.728186585,33237225.98806524,32792844.682944816,49353161.85185185,60844771.48148148,71096359.62962963,82340339.62962963,102086539.25925925,113759203.33333333,122255349.62962963,135024987.77777776,145641705.18518516,160846656.66666666,175580647.4074074,200726712.59259257,214745002.2222222,240366666.66666666,254829629.6296296,277955555.5555555,286307407.4074074,289437037.037037,316007407.4074074,331488888.8888889,347770370.3703703,373618518.5185185,390718518.5185185,427946037.037037,462072333.3333333,487763851.8518518,509090888.88888884,549900185.1851852,579948925.9259259,643501148.1481481,713596666.6666666,732663259.2592592,714300259.2592592,720447888.8888888,713796370.3703703,730032592.5925926,764781259.2592592,770899999.9999999,786555555.5555555,814303703.7037036,844040740.7407407,884329629.6296296,910766666.6666666,869111111.111111,872225925.9259259,966492592.5925925,1065962962.9629629,1065962962.9629629
Sub-Saharan Africa,SSF,33100575536.15187,34987537580.41872,37301164846.12885,40216476667.5322,43814559609.555916,47307327015.756355,51101227867.58415,52480175559.71265,55828395268.82485,62326882332.98458,70450505277.5343,71808603912.17625,81009348078.58592,103271918272.48698,131425199632.08467,144620557455.5574,157998919278.34924,171735221254.97604,190647815141.54596,228080239167.82248,290362860824.31854,402431915039.5622,371908928471.02576,334425214800.039,299912178648.0447,284844527262.7955,265479043488.5498,298589909448.85077,313116659995.5534,317250593015.6102,373699392898.2165,401833867991.94336,363195310898.8154,369295608234.0817,377661276291.1022,480489469166.27484,535646189852.0218,564679173393.117,565932096595.1832,404070839322.17737,428346156747.9901,409772900328.9537,446110426619.53735,561821496869.8468,697688286597.4877,827932293880.6796,976583731601.0428,1130543907099.9294,1281440068651.6223,1224037905752.3674,1448107365068.663,1627672472377.656,1690475240154.75,1797507885741.0713,1874275100667.0283,1668662993704.6562,1522011045162.7808,1625855640496.8096,1780908927291.3445,1830460925279.602,1716220805506.514,1932765211586.671,2061102939319.2314,2032749202553.06,2061102939319.2314
Sub-Saharan Africa (IDA & IBRD countries),TSS,33100575536.151894,34987537580.41875,37301164846.1289,40216476667.53226,43814559609.55596,47307327015.7564,51101227867.58422,52480175559.71269,55828395268.8249,62326882332.98464,70450505277.53436,71808603912.17632,81009348078.58597,103271918272.48703,131425199632.08475,144620557455.5575,157998919278.34933,171735221254.9761,190647815141.54608,228080239167.82263,290362860824.31866,402431915039.5624,371908928471.02606,334425214800.0392,299912178648.0449,284844527262.7956,265479043488.54987,298589909448.8508,313116659995.5535,317250593015.6104,373699392898.2165,401833867991.94336,363195310898.81537,369295608234.0817,377661276291.1023,480489469166.2748,535646189852.02155,564679173393.117,565932096595.1832,404070839322.1774,428346156747.9902,409772900328.95374,446110426619.5375,561821496869.8468,697688286597.4875,827932293880.679,976583731601.0426,1130543907099.9292,1281440068651.6223,1224037905752.367,1448107365068.6628,1627672472377.655,1690475240154.749,1797507885741.0718,1874275100667.0278,1668662993704.6562,1522011045162.7805,1625855640496.8093,1780908927291.344,1830460925279.6018,1716220805506.5142,1932765211586.671,2061102939319.2312,2032749202553.0596,2061102939319.2312
Sub-Saharan Africa (excluding high income),SSA,33090214943.75412,34977868084.02415,37290528805.26375,40204671362.36701,43801439277.29208,47294334233.749794,51087667657.482765,52466543011.94194,55815747943.20693,62314473363.142685,70436667210.83649,71791051605.54524,80983186014.20393,103240920672.42003,131389895027.58519,144581341758.6186,157959271369.32703,171680235862.62027,190571667081.9164,227962103835.56436,290218140808.1466,402288463246.0451,371770082938.54126,334284647100.2123,299763709595.54785,284674940036.1351,265263726338.66547,298330151730.2241,312818799587.8819,316929212105.4537,373310030639.6298,401440135786.8016,362732355954.02985,368788820474.05975,377141069076.5995,479946737825.9679,535109490236.32227,564078278693.6353,565282335758.6342,403403922297.9537,427688179170.8961,409106816914.19574,445363669974.5061,561066946684.4644,696791130087.6636,826950419336.0995,975498431473.4788,1129464143218.9048,1280460471257.3284,1223187004131.9338,1447125748526.3345,1626613553670.3948,1689385832315.5527,1796174725333.6858,1872887522796.9465,1667230590352.5269,1520442531814.6357,1624180269855.7954,1779124613364.5764,1828592235182.8677,1714838253754.9446,1931278037791.8655,2059044970799.4006,2030607752381.9211,2059044970799.4006
Sudan,SDN,1127011494.2528737,1223563218.3908045,1329022988.505747,1352011494.2528737,1389080459.770115,1447701149.4252872,1485344827.586207,1608333333.3333333,1678735632.1839085,1848563218.3908045,2101436781.6091955,2289655172.413793,2484482758.62069,3079022988.5057473,3961206896.551724,4825862068.965517,6016666666.666667,7503448275.862069,8138461538.461538,8421678321.678321,8951800000.0,10751162790.697674,8735294117.647058,8230153846.153847,10447615384.615385,8075347222.222222,10092200000.0,12093333333.333334,14372555555.55556,21408111111.111115,33641222222.222225,44168918918.918915,7031909434.272107,8881005435.806017,12793794737.042011,13830363899.916332,9018300724.660856,11681175864.338284,11250221536.748407,10682028339.68982,12257299147.293604,15716361792.192642,18137128388.360603,21355298459.595512,26646007250.731857,35182711987.974014,45263831634.1497,59440139774.81277,64833083257.1431,51621044076.92307,58962978034.48276,55018567210.52632,37632919966.666664,43024018082.19178,49516748617.97752,51726758676.76768,42630376000.0,41283617976.190475,32333780383.29238,32338079165.289257,27034593750.0,34229513774.993607,51666875363.0963,109327023588.73239,109327023588.73239
Suriname,SUR,99650000.0,107700000.0,116150000.0,125950000.0,134400000.0,154150000.0,190350000.0,220700000.0,241350000.0,259650000.0,274900000.0,301000000.0,311950000.0,339449999.99999994,409850000.0,465500000.00000006,505499999.99999994,641500000.0,735500000.0,782500000.0,795000000.0,889000000.0,915000000.0,883500000.0,864000000.0,873000000.0,891000000.0,980000000.0,1161000000.0,542600000.0,388400000.0,448100000.0,404600000.0,428764705.8823529,605492537.3134328,691590497.7375566,861372806.2082002,926422500.0,1110850000.0,886290697.6744186,947671969.6969696,834279357.7981651,1093574468.0851064,1274190311.4186852,1484092538.405267,1793410397.387383,2626380435.178773,2936612021.8579235,3532969034.608379,3875409836.0655737,4368370997.921263,4422276621.787026,4980000000.0,5145757575.757576,5240606060.606061,5126237646.220717,3317421648.0991807,3591679430.999881,3996198866.574535,4016040575.0879593,2911807496.2022653,3081401725.888325,3620987993.326366,3782437296.0432286,5240606060.606061
Sweden,SWE,15953203852.683083,17354781170.861324,18821353528.99362,20371666154.376118,22718426804.352917,25000191834.464943,27194141951.330715,29517675437.388924,31323283317.2145,34016617941.588882,38092452060.620125,41566412922.60872,48954145808.83588,59404966684.22137,66013338964.72496,82885397620.53851,89362071672.90341,94468740851.48161,104442351222.7509,123386410160.71469,142092068280.6885,129686938223.3282,114380557730.87575,105014356666.7971,109201362581.30031,114123537581.79431,150498057723.62286,183009638350.8927,206986674500.58752,217948315624.56372,261846194498.88492,274229034311.69904,284321115594.6289,212953336588.12344,229033566614.82632,267305875261.09933,291743811512.07874,268146144677.7299,270809066780.7142,274072182416.73123,262835454366.8551,242395852494.409,266849061835.6595,334337212322.0756,385118044877.46466,392218088878.77856,423093437423.7619,491252589217.02075,517706149201.19556,436537014293.5535,495812558843.31036,574094112972.7327,552483727282.8025,586841821796.8911,581964017237.0946,505103781349.7569,515654671469.54694,541018749769.0971,555455371487.0894,533879529188.45374,547054174235.87585,639714956069.4681,590409594949.1022,593267701033.4082,639714956069.4681
