country,code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,best_gdp
Guatemala,GTM,1043599899.9999999,1076699900.0,1143600000.0,1262800000.0,1299099900.0,1331399900.0,1390700000.0,1453500000.0,1610500000.0,1715399900.0,1904000000.0,1984800000.0,2101300000.0000002,2569200100.0,3161499900.0,3645900000.0,4365300200.0,5480500200.0,6070600200.0,6902600200.0,7878700000.0,8607500300.0,8716999700.0,9050000400.0,9470000100.0,9721652086.956522,7231963515.981735,7084399840.0,7841602824.427481,8410724360.795455,7650196845.215458,9406135143.411654,10440781587.543491,11400017301.458664,12983233310.746746,14655404433.277115,15674835615.313896,17790026221.613865,19395491992.99387,18318412251.364197,19288929030.05078,18405220247.441242,20444205991.02497,21576351798.914482,23577298094.657066,26783389293.92199,29744246827.183907,33567850824.10393,38503720224.31663,37126148264.6383,40676578423.48709,46876006272.23869,49593929487.1263,52996446269.44204,57852153058.50199,62186064718.742386,66053403469.00244,71653754066.27628,73328365862.43286,77172317258.6478,77715183063.2054,86053083476.02939,95003330315.87544,102050473863.63637,102050473863.63637
Guinea,GIN,,,,,,,,,,,3220224607.8243065,3594302908.042567,4203069035.015425,5152080387.570929,5691417541.321298,6102769605.451195,6762781870.608477,6914381290.580621,8087305999.04733,8877094497.443897,9746524915.093832,9646440666.520529,11926032493.436766,15129893722.344105,18421497251.175014,22787644565.90326,2909130355.23937,2976714019.0696135,3476480303.12292,3546079262.9506097,3888320665.5228024,4396178694.153499,4789220416.706413,4781166116.517895,4932800406.929736,5385704166.4334135,5641243099.76661,5516916163.094898,5232118046.371303,5046806782.547613,4367458866.715374,4125527603.22908,4301608752.513958,5025167975.263627,5300767960.515724,4282468636.9050093,4220019242.7288175,6281917649.940332,6964179187.855786,6716904516.979529,6853467832.494075,6785137215.557362,7638045226.044156,8376613880.84932,8778473643.318516,8794202394.290764,8595955600.36601,10324668271.10322,11857030367.244081,13442861496.412752,14177835841.392267,16091817842.13176,20999229260.499454,23612295818.096096,23612295818.096096
Guinea-Bissau,GNB,,,,,,,,,,,204670551.37211356,204167297.39778668,227986203.9188541,232331281.49444577,256769729.74206248,283311996.6874695,292152321.5630278,298871674.23616254,318876550.60610086,308143183.2719056,287648258.5682272,402230865.3886424,430284021.9094592,425225176.96408385,359980490.4939113,373959151.0969037,338524232.50821286,451893374.92469996,427514321.5534461,554072302.8306955,634187269.226507,668470890.0147798,588309271.2291723,615779519.0962882,612502084.6428467,660195401.9464025,702965147.4518874,698107222.4970064,591034143.3442657,579365780.1577654,391345597.4678907,412610871.49156547,466773711.23407453,553614800.1371366,582169841.2752979,639776040.6241124,634781901.2834066,753162998.0601367,952667543.9646742,890167833.3658751,940112538.9641787,1157074319.1117527,1049412177.0757296,1109682824.1367562,1135250721.0248423,1152384166.796375,1245074264.1039608,1469978606.1214306,1554133593.9169855,1486476582.0675912,1520479984.5680752,1724555634.365944,1714166526.4457347,1966461400.3583264,1966461400.3583264
Guyana,GUY,170216241.12606385,185849535.37616155,194949512.62621844,175757893.93859848,194774513.06371734,213235294.11764705,228705882.3529412,250176470.5882353,229750000.0,249300000.0,267800000.0,282050000.0,285380952.38095236,307047619.04761904,433954545.45454544,494791666.6666667,454440000.0,449880000.0,507080000.0,530440000.0,603200000.0,570357107.1428572,482000000.0,489333333.3333333,437631605.2631579,453488372.0930233,504651139.53488374,354591846.9387755,413799990.0,379779389.7058824,396582263.29113925,348533094.8121646,373573141.48681056,454101382.4884793,540874934.2010123,621626785.915493,705406001.4245014,749138009.5645396,717530683.1695666,694754988.258295,712667896.7275119,712167450.1628977,726131434.7153385,743063950.317749,787814379.1838433,824880550.3439649,2379817990.6917953,2730971595.395737,3025187433.3363686,3165663152.7335134,3432912516.9242687,3691384317.521781,4063088535.7633057,4167800928.83553,4127660151.808702,4279840193.7046003,4482697336.561744,4748174334.140436,4787636997.853427,5173760191.846522,5471256594.72422,8041362110.31175,14718388489.208633,16786302158.273382,16786302158.273382
Haiti,HTI,273187200.0,271066000.0,281896800.0,294883400.0,325281200.0,353251800.0,368948600.0,369124200.0,367968800.0,391820400.0,331200000.0,362800000.0,371998958.40291643,466798973.04225934,565399321.5208142,681400000.0,879000000.0,947000000.0,974200000.0,1080600000.0,1383800000.0,1479400000.0,1474200000.0,1623600000.0,1816200000.0,2009400000.0,2318000000.0,2047200000.0,2613926800.0,2736243800.0,3096289800.0,3473562627.794227,2257129791.615749,1878253767.3130486,2167569046.1183734,2813313278.8108196,2907517603.767188,3338949151.599272,3723903723.637718,4153725883.8408227,6813566098.867498,6331970324.310222,6205847213.635101,5071947798.272632,6087360684.2969,7030149730.336923,7638739122.672419,9228637767.69009,10432962634.874826,11597002834.778614,11859312725.144835,13008746038.8867,13708925477.130407,14902488604.242088,15146883497.633091,14849629308.602478,14069277526.227812,15093357161.149847,16403864617.84576,15016090929.512514,14508222518.301786,20877414952.63745,20253551920.551617,19850829757.747147,20877414952.63745
Heavily indebted poor countries (HIPC),HPC,19354196920.021503,20466946573.677563,21702560908.20647,23202556343.374554,25329361322.79538,27407155530.490078,29546591559.582306,30437412379.517334,32454194328.79136,34788569876.6261,33482337771.592083,35707193075.591156,39808037888.02563,48392033697.78894,56393309396.579254,64331879474.88738,70328556359.00859,80079419060.16893,93710679429.077,106004660870.75014,118158955500.90161,120573695619.68077,121466070068.64696,123124522167.94319,129205222177.45314,137540014545.0776,124423789697.54611,132904929286.28668,140121552753.84973,144827895670.96292,167698097617.1251,182522872477.57516,137478391074.75812,142227536704.23697,121486215558.28221,141409774172.6868,154144082762.93637,161383997622.49945,166850582010.55502,167809406850.79425,181381059271.1327,174623068211.6252,189453215972.27676,214945631968.98584,247743498935.08423,283838004106.17816,332982475731.4968,397470489216.47504,472367096833.1147,468776321860.3896,509061582442.26056,564065134052.8373,583888328733.1459,655856029913.9088,694344337474.5431,667302120360.8035,674512464051.6886,724757996634.9285,774607047567.8475,803355942387.0563,811360288084.9884,902263213997.8197,981675388899.4773,1130472157492.994,1130472157492.994
High income,HIC,1092681910636.6074,1165571615004.348,1260544911051.2395,1355913364088.0984,1482006061458.1074,1610880796545.3948,1762770956963.8577,1883245565212.1829,2042819926658.0957,2251670738554.677,2471430871017.001,2745745471453.573,3189501756772.0186,3869203380449.9243,4374887819976.592,4881968689614.128,5316705508568.393,6017649327457.811,7224423199614.203,8349033768623.11,9318973466251.5,9463529620224.12,9370788287370.254,9680375566671.547,10091350207473.389,10589659647967.176,12863823517433.559,14914230823362.945,16785555755731.361,17481687412866.576,19577046428304.496,20659797917552.074,22119166125282.914,22272082420753.633,23818722465725.473,26430046395918.6,26643709351548.746,26208151153812.51,26174130826663.06,27403905274743.547,28036716903140.23,27811072270318.094,29022750091985.18,32574954634084.754,36387608557612.22,38623901277744.24,40986059390577.016,45098647855102.445,48338201243505.67,44940316093124.67,47340327876455.97,51524951092552.39,51710003724530.76,52439877375602.58,53310162826089.13,49773105280474.15,50737236574099.64,53336788717601.586,56684556889445.77,57218295248360.38,55791128824226.22,62461025675219.586,64444446480056.59,67653743404264.14,67653743404264.14
Honduras,HND,335650000.0,356200000.0,387750000.0,410200000.0,457000000.0,508650000.0,549950000.0,598100000.0,646800000.0,668000050.0,723000000.0,731000000.0,802996336.5164857,912499493.7502531,1034500000.0,1124000000.0,1347999950.0,1669499950.0,3097242093.2,3544281976.3,3968160046.0,4043894878.6,4266503525.6,4476697184.849999,4915311846.5,5278120712.5,5677828959.0,6190521241.5,5902717091.416308,5432344901.724138,4923009551.55642,4648668478.567533,4943700431.073683,4926728932.950691,4642280682.142518,5347445005.213764,5215028986.486486,5737099650.190114,6366340265.878878,6414520529.616725,7186638029.058749,7651162302.345604,7858255412.860379,8230391346.672281,8869299234.337696,9757012696.562117,10917477066.142908,12361257680.562687,13881731875.746613,14587496229.18111,15839344591.984165,17710275685.407448,18528554397.56951,18499729214.904022,19756533971.869846,20979791685.416042,21717604952.183525,23136247990.597725,24067750760.49897,24882225741.811867,23352232483.75501,28144331506.614887,31426041806.798485,34400509852.04365,34400509852.04365
"Hong Kong SAR, China",HKG,1320796651.694569,1383681651.1377556,1612346412.2647462,1935298266.45384,2206466461.264338,2435078534.0314136,2489845016.6489425,2692474989.125707,2716964388.424184,3189740055.1398187,3800766535.6208773,4476001946.014864,5710090213.150349,8030117555.620325,9388695366.845781,10048089558.063587,12876366008.8077,15719433719.43372,18315136409.142666,22526184533.17001,28861857810.65147,31055226088.694305,32291215843.64333,29907227184.178974,33511383985.674088,35699772165.709335,41075396884.89521,50622896162.60058,59707404560.59441,68790219177.97331,76928784620.81581,88959997899.92932,104272507639.28247,120354212475.00026,135811771026.33049,144652295363.66672,159718183550.73416,177353174849.7142,168885443660.07248,165768095391.55655,171668891194.3487,169404327616.60522,166348866131.0282,161385558801.8108,169099768875.1926,181569311742.21292,193535442896.36505,211596944503.79977,219278749139.7337,214047795659.0447,228638668727.29083,248513617677.28674,262628865879.69678,275696879834.9665,291459995978.8927,309385622601.3481,320860317562.5624,341273289534.46594,361731070995.72626,363074545072.3891,344943149590.0583,368954169748.81805,358696261481.1598,382054574298.52905,382054574298.52905
Hungary,HUN,,,,,,,,,4870283626.180433,5412100260.1730995,5762071728.1237335,6271045034.468295,7355242314.224068,9108483160.503698,9983664739.3203,11383139029.43452,13192437321.244184,14735449496.728897,17230354544.824234,19894622393.194042,23041569234.97921,23628554956.605247,24062916721.31206,21838893330.60519,21173432184.871105,21440475719.858223,24697337084.10124,27143185296.5443,29702631093.881485,30323270274.405884,34365891768.68776,34753569692.91496,38730585922.218864,40124916940.59447,43166678735.21832,46425677734.14352,46658755151.6017,47296952928.75605,48706787306.25736,49073380173.71591,47218405892.42581,53749989092.01972,67608919144.368355,85285062818.00766,104120820258.66873,113211158292.9365,115715618613.05196,140186716681.42496,158325614580.628,131069255620.56659,132175349953.71332,141942264554.47513,128814279315.1317,135684315697.71341,141033843265.66858,125174166987.37169,128609822750.03862,143112196040.32568,160565642983.58676,164020460331.65897,157288955508.17633,182109999477.69073,177006128624.62692,212388906458.72394,212388906458.72394
IBRD only,IBD,326647514998.4808,322098726641.68274,327041835204.80804,361188678549.8145,409917161582.3877,449606624512.9089,455110460848.8413,474061106039.631,500737527389.4028,557158810956.071,606864433924.8542,658436487864.558,741446464309.9623,935257264659.15,1166117926870.0496,1283182211382.1401,1384184182987.9087,1572414965445.1057,1688541859448.7246,2054980853162.8042,2495337530229.9053,2679716239809.967,2598534706334.6484,2671753233490.0737,2773573376450.62,2856094151218.432,2906164344615.2295,2962762817058.3257,3156451762787.7754,3174083997481.793,3560303900038.582,3448774162440.4175,3624577197344.4175,3934211426064.5195,4339185750582.6406,4916948102663.379,5368909819962.314,5694529340364.156,5541398163455.25,5397562849862.584,5873248460100.093,5954917913637.387,6043651266693.341,6788178855352.027,8085419494002.896,9657998889452.797,11453342785003.834,14221824723609.965,17060926940839.877,16541826277696.307,20111983284711.48,23807285173177.438,25304734948065.89,26693510662628.867,27592783808400.59,25838353087075.664,26027770587219.1,28745223958869.04,30579316565085.14,31246593993598.37,30103859045527.812,35740404315658.11,37733201523901.375,38733043068564.85,38733043068564.85
IDA & IBRD total,IBT,369468196078.4826,369197803239.24896,377767061032.32935,413669388135.15784,465199740731.88116,510173811321.20984,521460612081.27454,542785781834.8444,573059713397.6846,637528711300.9677,698056722723.8445,747346980067.8623,834442609498.4454,1038598297107.5975,1305873068194.0867,1454096413943.2312,1562102647645.7788,1759459705916.4446,1904189629796.481,2302082724432.5146,2791782941444.5557,3154989805210.8438,3046965333072.1987,3040184802522.8804,3114447962164.7944,3210382959422.716,3213192269731.733,3281409649813.81,3493680607335.671,3516679380808.702,3938241140458.3735,3855769843542.668,3988433395055.7295,4316120552669.1807,4734478573420.383,5396987083280.384,5921564677285.115,6273240704996.343,6143311465263.654,5848508466521.356,6390526414219.346,6465885572313.3955,6593953285638.37,7408766752494.036,8811152019657.498,10499926993564.467,12458305114561.057,15401421654907.701,18465834149693.492,17913122960002.152,21693456395830.336,25594615218755.266,27188545719649.605,28743704005346.543,29800896836060.047,27987288576613.15,28169507573194.125,30960119365364.016,32964096579686.016,33722356189565.855,32528587315534.145,38378968351134.22,40566997900554.3,41559721641424.8,41559721641424.8
IDA blend,IDB,12304340519.437931,13173849239.235147,14087733811.174345,14916251701.126812,16283554669.880676,17681807373.14332,19234910584.050606,19334017378.779907,20403706829.551464,23354029734.12513,32052680442.7769,29815391063.635708,33470488972.201614,35789060006.8562,51518189062.43885,59243366175.90205,71358695957.48854,75267548837.9208,81846895071.4822,100444794858.7986,128870008364.99786,247323986825.6221,226070570770.67218,171776289431.1871,147488279551.9643,148005975332.56854,133626158570.52504,136898130940.9204,144303058843.68182,141950721937.23193,147829716954.31564,158966792466.51212,153779820642.0538,163763454842.52646,182058585829.45767,255612158933.52695,309556012790.4569,325059724110.23376,340153751445.01654,183774429526.0243,226799197386.94348,226318400272.64963,248462838455.27478,280423881008.6594,340143118674.0807,402541987923.4158,498778333888.95917,578188309214.9082,677188107675.7102,631412536974.8903,741312007016.759,847544916121.7972,941695867218.5646,1023665425289.1719,1110564323061.4287,1054056007822.3799,984095717018.7717,967437544352.2806,1056914447272.3887,1077750148722.683,1009467966729.6482,1104603036389.7961,1183656384165.711,1044015231915.957,1183656384165.711
IDA only,IDX,29673639827.083992,31781533969.143276,33656896744.69395,35196758489.04887,37395760695.8022,41186080422.793625,44063162107.07,46462725702.53779,48881625216.90278,53502048769.14246,53045318411.53323,55677119033.43611,57505930241.78008,69391280182.18379,86863214691.36337,105464227616.34944,100668175789.60442,109704597324.3775,127591069020.59163,143005783535.95557,163265145364.36432,170754419012.08243,171592411137.81265,174451138973.80054,182330874019.79776,194539320065.9348,174407396608.2547,181510608388.10736,193390531239.40918,201851599985.29355,232816355943.8044,252129992740.6574,211672027107.27893,219777744615.82022,213964030903.19003,224492421427.76117,243038325367.7629,253429945077.79953,262082551568.0948,268212792940.09537,291557552376.7759,285482351627.00745,303011338636.68097,341509684072.07446,386660282055.16534,440100803249.34784,506608850466.3347,601253783985.3998,727719101177.9065,739884145330.9576,840161104102.0992,939785129456.0404,942114904365.1609,1026527917428.5073,1097548704598.0332,1093640032209.0707,1156608800300.8652,1247733925328.4648,1327890357838.6838,1397670771530.9763,1414559582470.6448,1535389926749.5986,1651361994353.6184,1786070910237.1333,1786070910237.1333
